Vehicle Speed (Kmph),Vehicle Direction (Degrees),Vehicles Overtaken,Licence,Collision,Parking Accuracy,Signal Jumps,Drunk (mg),Driver Score
46.52,2,7,1,0,1,0,0,62
36.62,2,5,1,0,1,0,0,63
61.6,2,2,1,0,1,0,0,62
57.85,2,2,1,0,6,0,0,71
74.29,2,4,1,0,5,0,0,65
42.04,2,6,1,0,5,0,0,71
63.67,2,5,1,0,6,0,0,67
34.18,2,6,1,0,6,0,0,69
67.58,2,7,0,0,6,0,0,54
41.18,2,5,0,0,7,0,0,64
66.26,2,7,0,0,6,0,0,54
45.71,2,9,0,0,3,0,0,54
36.9,2,5,0,0,4,0,0,58
33.61,2,2,0,0,6,0,0,63
40.21,2,5,0,0,7,0,0,64
67.92,2,7,0,0,7,0,0,55
42.37,2,2,0,0,4,0,0,63
48.09,2,9,0,0,3,0,0,54
39.17,2,4,0,0,1,0,0,54
36.32,2,8,0,0,2,0,0,52
30.85,2,11,0,0,4,0,0,51
39.08,2,11,0,0,2,0,0,49
58.33,2,5,0,0,3,0,0,54
39.71,2,10,0,0,3,0,0,51
47.81,2,8,1,0,3,1,0,58
59.4,2,5,1,0,2,1,0,55
31.77,2,6,1,2,7,0,0,60
72.79,3,5,1,0,2,1,0,51
58.31,3,4,1,0,2,1,0,55
33.96,3,8,1,2,3,0,0,52
63.41,3,8,1,1,5,0,0,52
42.9,3,3,1,2,4,0,0,61
60.67,3,3,0,0,3,0,0,54
67.85,3,6,0,0,7,0,0,55
53.39,3,9,0,0,5,0,0,53
37.64,3,9,0,0,6,0,0,56
45.74,3,6,0,0,4,0,0,57
45.31,3,5,0,0,7,0,0,62
44.57,3,8,0,0,3,0,0,55
48.16,3,5,0,0,2,0,0,55
60.72,3,7,0,0,1,0,0,46
36.1,3,2,0,0,1,0,0,55
69.21,3,3,0,0,4,0,0,54
43.48,3,6,0,0,2,0,0,55
62.08,3,8,1,0,5,0,0,62
38.71,3,3,1,0,6,0,0,72
57.07,3,7,1,0,7,0,0,66
51.11,3,4,1,0,5,0,0,68
35.03,3,2,1,0,7,0,0,74
66.89,3,8,1,0,7,0,0,63
60.68,3,6,1,0,7,0,0,66
65.84,3,4,1,0,7,0,0,67
37.16,3,7,1,0,7,0,0,69
63.33,3,5,1,0,7,0,0,67
43.22,3,3,1,0,7,0,0,75
54.78,3,8,1,0,5,0,0,64
60.26,3,9,1,0,6,0,0,62
49.69,3,4,1,0,5,0,0,71
65.08,3,2,1,0,6,0,0,68
44.13,3,7,1,0,5,0,0,69
57,3,6,1,0,6,0,0,66
34.88,3,9,1,0,5,0,0,64
45.96,3,5,1,0,6,0,0,71
56.74,3,4,1,0,7,0,0,69
42.03,3,4,1,0,7,0,0,74
51.97,3,4,1,0,5,0,0,68
59.14,3,3,1,0,6,0,0,69
65.85,3,9,1,0,7,0,0,62
63.37,3,3,1,0,6,0,0,68
43.04,3,6,1,0,7,0,0,72
58.55,3,2,1,0,5,0,0,69
62.59,3,6,1,0,7,0,0,66
52.48,3,5,1,0,6,0,0,68
45.83,3,6,1,0,5,0,0,69
50.68,3,5,1,0,5,0,0,67
34.03,3,5,1,0,7,0,0,70
60.52,3,4,1,0,7,0,0,68
33.32,3,7,1,0,7,0,0,68
36.84,3,4,1,0,7,0,0,72
53.62,3,2,1,0,5,0,0,70
56.24,3,4,1,0,6,0,0,68
63.33,3,9,1,0,7,0,0,63
46.15,3,3,1,0,7,0,0,74
30.05,3,3,1,0,5,0,0,70
36.95,3,3,1,0,7,0,0,73
31.04,3,8,1,0,6,0,0,66
60.5,3,8,1,0,6,0,0,63
30.29,3,5,1,0,6,0,0,69
57.2,3,2,1,0,6,0,0,70
54.35,3,2,1,0,5,0,0,70
64.12,3,4,1,0,5,0,0,66
47.7,3,3,1,0,5,0,0,72
42.88,3,8,1,0,5,0,0,68
39.73,3,9,1,0,5,0,0,65
68.26,3,5,1,0,5,0,0,64
59.13,3,9,1,0,6,0,0,63
30.39,3,5,1,0,5,0,0,68
32.28,3,8,1,0,5,0,0,65
53.8,3,6,1,0,6,0,0,67
40.93,3,3,1,0,7,0,0,75
35.24,3,6,1,0,7,0,0,70
47.4,3,4,1,0,5,0,0,71
30.44,3,3,1,0,7,0,0,72
38.85,3,5,1,0,6,0,0,70
41.16,3,8,1,0,5,0,0,68
59.86,3,3,1,0,6,0,0,69
54.01,3,5,1,0,5,0,0,67
64.34,3,6,1,0,5,0,0,64
53.04,3,4,1,0,7,0,0,70
52.26,3,6,1,0,7,0,0,68
48.09,3,6,1,0,7,0,0,71
40.8,3,2,1,0,6,0,0,75
42.47,3,3,1,0,6,0,0,74
66.47,3,7,1,0,5,0,0,62
40.21,3,6,1,0,7,0,0,72
47.7,3,5,1,0,7,0,0,72
36.79,3,5,1,0,7,0,0,71
48.05,3,5,1,0,7,0,0,72
51.29,3,5,1,0,6,0,0,68
53.48,3,3,1,0,6,0,0,70
77.62,3,2,1,0,6,0,0,66
78.67,3,2,1,0,6,0,0,66
54.69,3,5,1,0,6,0,0,68
62.36,3,5,1,0,5,0,0,65
72.12,3,2,1,0,6,0,0,67
51.4,3,2,1,0,6,0,0,71
32.09,3,2,1,0,5,0,0,71
58.82,3,4,1,0,5,0,0,67
44.85,3,6,1,0,6,0,0,71
51.18,3,2,1,0,5,0,0,70
43.75,3,7,1,0,5,0,0,69
43.69,3,7,1,0,5,0,0,69
50.52,3,2,1,0,5,0,0,70
59.43,3,2,1,0,5,0,0,69
50.62,3,2,1,0,5,0,0,70
32.78,3,3,1,0,5,0,0,70
42.03,3,2,1,0,6,0,0,75
65.3,3,2,1,0,5,0,0,67
35.45,3,4,1,0,5,0,0,70
62.58,3,6,1,0,6,0,0,65
32.44,3,7,1,0,5,0,0,66
33,3,2,1,0,6,0,0,72
77.03,3,5,1,0,6,0,0,63
62.55,3,3,1,0,5,0,0,67
55.2,3,6,1,0,6,0,0,66
62.89,3,2,1,0,6,0,0,69
72.1,3,7,1,0,5,0,0,61
69.39,3,7,1,0,6,0,0,63
60.9,3,5,1,0,6,0,0,66
64.47,3,3,1,0,5,0,0,67
62.85,3,7,1,0,6,0,0,64
59.02,3,2,1,0,6,0,0,70
73.94,3,2,1,0,5,0,0,66
75.15,3,2,1,0,6,0,0,66
53.1,3,4,1,0,6,0,0,69
36.27,3,7,1,0,5,0,0,67
34.8,3,2,1,0,6,0,0,72
45.98,3,7,1,0,6,0,0,69
30.35,3,5,1,0,8,0,0,71
51.99,3,3,1,0,6,0,0,70
52.8,3,2,1,0,7,0,0,72
49.23,3,7,1,0,6,0,0,69
73.5,3,4,1,0,6,0,0,65
52.57,3,4,1,0,6,0,0,69
49.42,3,4,1,0,1,0,0,64
53.55,3,5,1,0,1,0,0,60
32.14,3,7,1,0,1,0,0,59
56.53,3,6,1,0,1,0,0,58
46.12,3,6,1,0,1,0,0,62
30.82,3,7,1,0,1,0,0,59
59.31,3,4,1,0,1,0,0,60
37.51,3,6,1,0,1,0,0,61
35.62,3,3,1,0,1,0,0,64
58.9,3,3,1,0,1,0,0,61
44,3,5,1,0,1,0,0,64
54.44,3,7,1,0,1,0,0,58
46.55,3,8,1,0,1,0,0,60
43.89,3,6,1,0,1,0,0,63
58.71,3,5,1,0,1,0,0,59
72.73,3,8,1,0,1,0,0,53
32.3,3,7,1,0,1,0,0,59
46.07,3,4,1,0,1,0,0,64
58.04,3,4,1,0,1,0,0,60
53.02,3,9,1,0,1,0,0,56
62.47,3,5,1,0,1,0,0,58
54,3,4,1,0,1,0,0,61
50.53,3,8,1,0,1,0,0,57
56.94,3,5,1,0,1,0,0,59
63.39,3,8,1,0,1,0,0,55
70.86,3,2,1,0,1,0,0,59
37.29,3,9,1,0,1,0,0,58
45.43,3,8,1,0,1,0,0,60
68.93,3,4,1,0,1,0,0,58
40.2,3,7,1,0,1,0,0,62
64.96,3,3,1,0,1,0,0,60
52.92,3,8,1,0,1,0,0,57
59.9,3,5,1,0,1,0,0,59
62.47,3,6,1,0,1,0,0,57
35.05,3,2,1,0,1,0,0,65
34.1,3,7,1,0,1,0,0,59
41.72,3,5,1,0,1,0,0,64
65.67,3,2,1,0,1,0,0,60
41.73,3,9,1,0,1,0,0,60
48.59,3,8,1,0,1,0,0,60
51.42,3,3,1,0,1,0,0,62
55.48,3,3,1,0,1,0,0,61
66.29,3,4,1,0,1,0,0,58
69.45,3,7,1,0,1,0,0,55
50.33,3,5,1,0,1,0,0,60
45.34,3,4,1,0,1,0,0,64
68.1,3,7,1,0,1,0,0,55
68.23,3,7,1,0,1,0,0,55
40.17,3,9,1,0,1,0,0,60
62.22,3,4,1,0,1,0,0,59
59.97,3,8,1,0,1,0,0,56
50.28,3,5,1,0,1,0,0,60
40.75,3,9,1,0,1,0,0,60
64.15,3,4,1,0,1,0,0,59
39.06,3,7,1,0,1,0,0,60
48.04,3,7,1,0,1,0,0,61
57.13,3,2,1,0,1,0,0,62
47.47,3,5,1,0,1,0,0,63
46.14,3,2,1,0,6,0,0,74
57.08,3,3,1,0,5,0,0,68
40.84,3,7,1,0,6,0,0,70
47.37,3,3,1,0,5,0,0,72
73.11,3,7,1,0,6,0,0,62
51.43,3,8,1,0,4,0,0,62
31.67,3,6,1,0,4,0,0,65
59.99,3,5,1,0,4,0,0,64
68.99,3,4,1,0,4,0,0,63
40.74,3,4,1,0,4,0,0,70
43.92,3,8,1,0,4,0,0,66
44.5,3,7,1,0,4,0,0,67
69.24,3,7,1,0,4,0,0,60
31.03,3,8,1,0,4,0,0,63
34.68,3,2,1,0,4,0,0,69
48.16,3,6,1,0,4,0,0,67
52.37,3,8,1,0,4,0,0,62
30.18,3,9,1,0,4,0,0,62
57.2,3,6,1,0,4,0,0,63
44.69,3,3,1,0,4,0,0,71
33.47,3,7,1,0,4,0,0,64
49.8,3,7,1,0,4,0,0,66
30.14,3,9,1,0,4,0,0,62
37.55,3,6,1,0,4,0,0,66
59.91,3,4,1,0,4,0,0,65
51.29,3,8,1,0,4,0,0,62
56,3,3,1,0,4,0,0,66
61.59,3,7,1,0,4,0,0,61
52.77,3,7,1,0,4,0,0,63
49.85,3,6,1,0,4,0,0,67
51.17,3,2,1,0,4,0,0,68
64.35,3,6,1,0,4,0,0,62
38.3,3,3,1,0,4,0,0,69
76.75,3,2,1,0,4,0,0,63
77.96,3,2,1,0,4,0,0,63
61.68,3,3,1,0,4,0,0,65
47.24,3,4,1,0,4,0,0,69
46.7,3,5,1,0,4,0,0,68
37.53,3,5,1,0,4,0,0,67
44.77,3,5,1,0,4,0,0,69
76.32,3,5,1,0,4,0,0,60
39.66,3,5,1,0,4,0,0,67
76.28,3,3,1,0,4,0,0,62
79.31,3,3,1,0,4,0,0,62
68.45,3,7,1,0,4,0,0,60
35.13,3,3,1,0,4,0,0,69
65.39,3,2,1,0,4,0,0,65
52.23,3,5,1,0,4,0,0,65
44.99,3,6,1,0,4,0,0,68
72.65,3,7,1,0,4,0,0,59
60.74,3,2,1,0,4,0,0,66
63.37,3,6,1,0,4,0,0,62
46.98,3,3,1,0,4,0,0,70
47.95,3,5,1,0,4,0,0,68
65.77,3,7,1,0,4,0,0,60
49.57,3,11,1,0,4,0,0,62
36.83,3,6,1,0,4,0,0,66
42,3,3,1,0,4,0,0,71
53.69,3,10,1,0,4,0,0,59
36.53,3,7,1,0,4,0,0,65
56.2,3,5,1,0,4,0,0,64
44.61,3,8,1,0,4,0,0,66
50.96,3,3,1,0,4,0,0,67
39.41,3,4,1,0,4,0,0,68
68.24,3,9,1,0,4,0,0,58
38.54,3,7,1,0,4,0,0,65
53.41,3,10,1,0,4,0,0,59
61.71,3,6,1,0,4,0,0,62
52.5,3,8,1,0,4,0,0,62
59.04,3,6,1,0,4,0,0,63
57.18,3,3,1,0,4,0,0,66
53.94,3,3,1,0,4,0,0,67
66.74,3,7,1,0,4,0,0,60
70.7,3,3,1,0,4,0,0,63
68.2,3,7,1,0,4,0,0,60
39.95,3,6,1,0,4,0,0,66
68.84,3,5,1,0,4,0,0,62
43.4,3,4,1,0,4,0,0,70
48.8,3,3,1,0,4,0,0,70
57,3,5,1,0,4,0,0,64
58.81,3,6,1,0,4,0,0,63
52.96,3,8,1,0,4,0,0,62
37.77,3,9,1,0,4,0,0,63
56.51,3,10,1,0,4,0,0,58
31.24,3,11,1,0,4,0,0,60
50.9,3,5,1,0,4,0,0,65
62.44,3,2,1,0,4,0,0,66
48.87,3,10,1,0,4,0,0,62
52.49,3,11,1,0,4,0,0,59
61.67,3,7,1,0,4,0,0,61
63.27,3,8,1,0,4,0,0,60
66.65,3,4,1,0,4,0,0,63
68.2,3,2,1,0,4,0,0,65
55.66,3,7,1,0,4,0,0,62
36.48,3,11,1,0,4,0,0,61
67.89,3,3,1,0,4,0,0,64
65.69,3,11,1,0,4,0,0,56
64.22,3,11,1,0,4,0,0,57
46.44,3,4,1,0,4,0,0,69
60.86,3,7,1,0,4,0,0,61
70.04,3,8,1,0,4,0,0,58
67.72,3,2,1,0,4,0,0,65
41.12,3,5,1,0,4,0,0,69
47.76,3,11,1,0,4,0,0,62
69.12,3,9,1,0,4,0,0,58
66,3,5,1,0,4,0,0,62
47.71,3,4,1,0,4,0,0,69
38.12,3,10,1,0,4,0,0,61
53.68,3,2,1,0,4,0,0,68
53.67,3,3,1,0,4,0,0,67
41.82,3,6,1,0,4,0,0,68
32.65,3,4,1,0,4,0,0,67
50.65,3,5,1,0,4,0,0,65
58.5,3,11,1,0,4,0,0,58
65.54,3,5,1,0,4,0,0,62
63.33,3,2,1,0,4,0,0,66
49.7,3,10,1,0,4,0,0,62
57.73,3,3,1,0,4,0,0,66
45.48,3,2,1,0,4,0,0,71
69.35,3,7,1,0,4,0,0,60
48.61,3,9,1,0,4,0,0,64
49.99,3,9,1,0,4,0,0,64
62.6,3,8,1,0,4,0,0,60
49.41,3,7,1,0,4,0,0,66
52.77,3,5,1,0,4,0,0,65
69.49,3,6,1,0,4,0,0,61
31.3,3,2,1,0,4,0,0,69
51.92,3,5,1,0,4,0,0,65
58.75,3,4,1,0,4,0,0,65
70.04,3,9,1,0,4,0,0,57
62.94,3,6,1,0,4,0,0,62
43.82,3,7,1,0,4,0,0,67
47.92,3,9,1,0,4,0,0,64
53.56,3,10,1,0,4,0,0,59
35.96,3,7,1,0,4,0,0,65
63.46,3,4,1,0,4,0,0,64
58.9,3,4,1,0,4,0,0,65
69.78,3,4,1,0,4,0,0,63
47.97,3,5,1,0,4,0,0,68
65.57,3,8,1,0,4,0,0,59
41.42,3,3,1,0,4,0,0,71
32.19,3,2,1,0,4,0,0,69
33.33,3,3,1,0,4,0,0,68
55.64,3,3,1,0,4,0,0,66
63.87,3,11,1,0,4,0,0,57
62.72,3,11,1,0,4,0,0,57
65.35,3,4,1,0,2,0,0,60
44.4,3,7,1,0,2,0,0,64
39.69,3,3,1,0,2,0,0,66
46.59,3,3,1,0,2,0,0,67
71.91,3,7,1,0,2,0,0,56
69.64,3,5,1,0,2,0,0,59
47.37,3,5,1,0,2,0,0,65
70.16,3,6,1,0,2,0,0,57
47.51,3,4,1,0,2,0,0,66
77.55,3,3,1,0,2,0,0,59
32.19,3,6,1,0,2,0,0,62
48.96,3,7,1,0,2,0,0,63
69.38,3,2,1,0,2,0,0,62
75.99,3,7,1,0,2,0,0,55
66.55,3,5,1,0,2,0,0,59
59.31,3,2,1,0,2,0,0,64
55.64,3,6,1,0,2,0,0,60
77.65,3,7,1,0,2,0,0,55
44.08,3,3,1,0,2,0,0,68
33.69,3,5,1,0,2,0,0,63
59.36,3,2,1,0,2,0,0,64
74.9,3,5,1,0,2,0,0,58
36.17,3,7,1,0,2,0,0,62
61.54,3,2,1,0,2,0,0,63
32.19,3,4,1,0,2,0,0,64
40.61,3,3,1,0,2,0,0,68
57.49,3,3,1,0,2,0,0,63
51.57,3,2,1,0,2,0,0,65
33.55,3,9,1,0,2,0,0,59
55.17,3,6,1,0,2,0,0,60
39.87,3,4,1,0,2,0,0,65
57.74,3,8,1,0,2,0,0,58
46.26,3,2,1,0,2,0,0,68
61.49,3,6,1,0,2,0,0,59
71.8,3,3,1,0,2,0,0,60
55.9,3,6,1,0,2,0,0,60
62.31,3,6,1,0,2,0,0,59
69.42,3,6,1,0,2,0,0,58
57.06,3,6,1,0,2,0,0,60
33.09,3,9,1,0,2,0,0,59
53.01,3,5,1,0,2,0,0,62
68.1,3,6,1,0,2,0,0,58
34.55,3,3,1,0,2,0,0,65
67.69,3,2,1,0,2,0,0,62
56.76,3,6,1,0,2,0,0,60
66.62,3,2,1,0,2,0,0,62
56.27,3,5,1,0,2,0,0,61
47.28,3,9,1,0,2,0,0,61
57.52,3,8,1,0,2,0,0,58
39.34,3,4,1,0,2,0,0,65
54.14,3,6,1,0,2,0,0,61
52.93,3,6,1,0,2,0,0,61
39.12,3,9,1,0,2,0,0,60
59.61,3,6,1,0,2,0,0,60
70.01,3,9,1,0,2,0,0,54
44.7,3,4,1,0,2,0,0,67
38.8,3,8,1,0,2,0,0,61
47.04,3,5,1,0,2,0,0,65
32.15,3,7,1,0,2,0,0,61
47.95,3,2,1,0,2,0,0,68
50.87,3,8,1,0,2,0,0,59
60.64,3,6,1,0,2,0,0,59
55.95,3,8,1,0,2,0,0,58
39.7,3,8,1,0,2,0,0,61
51.52,3,7,1,0,2,0,0,60
46.89,3,8,1,0,2,0,0,62
47.16,3,6,1,0,2,0,0,64
62.44,3,8,1,0,2,0,0,57
63.94,3,7,1,0,2,0,0,58
63.35,3,8,1,0,2,0,0,57
61.51,3,2,1,0,2,0,0,63
59.44,3,8,1,0,2,0,0,58
64.86,3,7,1,0,2,0,0,58
50,3,8,1,0,2,0,0,62
35.37,3,6,1,0,2,0,0,63
59.58,3,2,1,0,2,0,0,64
37.57,3,8,1,0,2,0,0,61
72.8,3,8,1,0,2,0,0,55
47.6,3,9,1,0,2,0,0,61
60.22,3,5,1,0,2,0,0,60
45.64,3,5,1,0,2,0,0,65
59.72,3,6,1,0,2,0,0,60
36.9,3,6,1,0,2,0,0,63
58.49,3,4,1,0,2,0,0,62
61.45,3,5,1,0,2,0,0,60
55.7,3,4,1,0,2,0,0,62
30.72,3,2,1,0,2,0,0,66
35.98,3,9,1,0,2,0,0,60
47.31,3,4,1,0,2,0,0,66
44.58,3,3,1,0,2,0,0,68
34.77,3,5,1,0,2,0,0,63
46.37,3,3,1,0,2,0,0,67
63.23,3,5,1,0,2,0,0,60
52.84,3,4,1,0,2,0,0,63
59.84,3,4,1,0,2,0,0,62
68.35,3,9,1,0,2,0,0,55
62.77,3,8,1,0,2,0,0,57
70.8,3,9,1,0,2,0,0,54
50.42,3,7,1,0,2,0,0,60
66.34,3,2,1,0,2,0,0,62
60.88,3,3,1,0,2,0,0,62
41.92,3,8,1,0,2,0,0,63
38.11,3,10,1,0,2,0,0,58
49.49,3,2,1,0,2,0,0,68
37.41,3,4,1,0,2,0,0,65
53.74,3,2,1,0,2,0,0,65
42.93,3,8,1,0,2,0,0,63
53.44,3,4,1,0,2,0,0,63
61.04,3,9,1,0,2,0,0,56
40.05,3,2,1,0,2,0,0,69
42.77,3,6,1,0,2,0,0,65
57.01,3,10,1,0,2,0,0,55
32.9,3,2,1,0,2,0,0,66
70.76,3,5,1,0,2,0,0,58
53.26,3,11,1,0,2,0,0,56
38.88,3,9,1,0,2,0,0,60
61.36,3,3,1,0,2,0,0,62
52.94,3,6,1,0,2,0,0,61
63.23,3,2,1,0,2,0,0,63
43.21,3,3,1,0,2,0,0,68
34.51,3,10,1,0,2,0,0,57
53.44,3,10,1,0,2,0,0,56
41.2,3,2,1,0,2,0,0,69
41.39,3,10,1,0,2,0,0,60
57.52,3,6,1,0,2,0,0,60
40.34,3,2,1,0,2,0,0,69
61.58,3,8,1,0,2,0,0,57
54.26,3,4,1,0,2,0,0,63
34.54,3,6,1,0,2,0,0,62
55.56,3,2,1,0,2,0,0,64
38.49,3,10,1,0,2,0,0,58
59.45,3,6,1,0,2,0,0,60
58.83,3,8,1,0,2,0,0,58
39.28,3,5,1,0,2,0,0,64
59.51,3,7,1,0,2,0,0,59
38.24,3,2,1,0,2,0,0,67
54.69,3,4,1,0,2,0,0,63
53.03,3,6,1,0,2,0,0,61
35.99,3,5,1,0,2,0,0,64
43.22,3,3,1,0,2,0,0,68
42.91,3,5,1,0,2,0,0,66
44.78,3,3,1,0,2,0,0,68
64.65,3,5,1,0,2,0,0,60
63.62,3,11,1,0,2,0,0,54
63.66,3,6,1,0,2,0,0,59
30.02,3,2,1,0,2,0,0,66
46.98,3,8,1,0,2,0,0,62
59.62,3,7,1,0,2,0,0,59
35.15,3,11,1,0,2,0,0,58
40.73,3,7,1,0,2,0,0,64
53.72,3,10,1,0,2,0,0,56
40.64,3,7,1,0,2,0,0,64
36.11,3,2,1,0,2,0,0,67
45.93,3,4,1,0,2,0,0,66
45.74,3,5,1,0,2,0,0,65
56.28,3,2,1,0,2,0,0,64
39.06,3,11,1,0,2,0,0,58
58.42,3,11,1,0,2,0,0,55
47.99,3,9,1,0,2,0,0,61
45.72,3,11,1,0,2,0,0,59
44.7,3,11,1,0,2,0,0,60
40.48,3,5,1,0,2,0,0,66
39.57,3,5,1,0,2,0,0,64
35.95,3,5,1,0,2,0,0,64
41.54,3,8,1,0,2,0,0,63
47.5,3,2,1,0,2,0,0,68
68.69,3,2,1,0,2,0,0,62
53.43,3,10,1,0,2,0,0,56
61.59,3,9,1,0,2,0,0,56
58.67,3,9,1,0,2,0,0,57
39.36,3,8,1,0,2,0,0,61
55.35,3,9,1,0,2,0,0,57
40.23,3,7,1,0,2,0,0,64
32.68,3,2,1,0,3,0,0,68
34.28,3,8,1,0,3,0,0,62
60.67,3,8,1,0,3,0,0,59
56.5,3,4,1,0,3,0,0,64
38.71,3,5,1,0,3,0,0,66
66.7,3,7,1,0,3,0,0,59
34.99,3,3,1,0,3,0,0,67
57.79,3,7,1,0,3,0,0,61
44.65,3,9,1,0,3,0,0,64
31.69,3,6,1,0,3,0,0,64
33.35,3,9,1,0,3,0,0,61
56.57,3,7,1,0,3,0,0,61
47.51,3,5,1,0,3,0,0,67
51.86,3,9,1,0,3,0,0,60
34.32,3,5,1,0,3,0,0,65
52.16,3,2,1,0,3,0,0,67
45.61,3,8,1,0,3,0,0,64
41.9,3,4,1,0,3,0,0,69
61.4,3,3,1,0,3,0,0,64
31.33,3,9,1,0,3,0,0,61
36.17,3,2,1,0,3,0,0,69
57.98,3,8,1,0,3,0,0,60
60.46,3,6,1,0,3,0,0,61
48.01,3,3,1,0,3,0,0,69
58.78,3,8,1,0,3,0,0,60
32.31,3,9,1,0,3,0,0,61
45.88,3,2,1,0,3,0,0,70
61.56,3,9,1,0,3,0,0,58
34.39,3,9,1,0,3,0,0,61
64.01,3,3,1,0,3,0,0,64
48.63,3,6,1,0,3,0,0,66
40.61,3,5,1,0,3,0,0,68
68.52,3,4,1,0,3,0,0,62
37.5,3,6,1,0,3,0,0,65
62.54,3,2,1,0,3,0,0,65
72.18,3,3,1,0,3,0,0,62
30.87,3,3,1,0,3,0,0,67
77.67,3,2,1,0,3,0,0,62
41.39,3,6,1,0,3,0,0,67
76.21,3,5,1,0,3,0,0,59
47.24,3,2,1,0,3,0,0,70
62.72,3,4,1,0,3,0,0,63
76,3,5,1,0,3,0,0,59
59.03,3,4,1,0,3,0,0,64
40.68,3,7,1,0,3,0,0,66
39.09,3,3,1,0,3,0,0,68
71.04,3,6,1,0,3,0,0,59
57.53,3,4,1,0,3,0,0,64
73.62,3,7,1,0,3,0,0,58
67.07,3,8,1,0,3,0,0,58
50.27,3,6,1,0,3,0,0,63
40.34,3,7,1,0,3,0,0,66
30.86,3,3,1,0,3,0,0,67
42.82,3,7,1,0,3,0,0,66
46.74,3,9,1,0,3,0,0,63
43.03,3,4,1,0,3,0,0,69
39.13,3,3,1,0,3,0,0,68
70.13,3,9,1,0,3,0,0,56
66.75,3,3,1,0,3,0,0,63
57.57,3,2,1,0,3,0,0,66
68.16,3,2,1,0,3,0,0,64
34.56,3,4,1,0,3,0,0,66
40.12,3,4,1,0,3,0,0,69
54.84,3,4,1,0,3,0,0,65
43.66,3,2,1,0,3,0,0,71
48.47,3,6,1,0,3,0,0,66
60.7,3,5,1,0,3,0,0,62
35.52,3,8,1,0,3,0,0,63
63.67,3,4,1,0,3,0,0,63
37.77,3,7,1,0,3,0,0,64
40.61,3,2,1,0,3,0,0,71
66.14,3,7,1,0,3,0,0,59
67.86,3,6,1,0,3,0,0,60
71.83,3,7,1,0,3,0,0,58
40.41,3,9,1,0,3,0,0,64
34.71,3,2,1,0,3,0,0,68
30.03,3,3,1,0,3,0,0,67
52.52,3,9,1,0,3,0,0,60
72.99,3,6,1,0,3,0,0,59
47.18,3,7,1,0,3,0,0,65
64.63,3,7,1,0,3,0,0,60
63.53,3,6,1,0,3,0,0,61
31.2,3,7,1,0,3,0,0,63
31.06,3,9,1,0,3,0,0,61
63.72,3,7,1,0,3,0,0,60
59.7,3,7,1,0,3,0,0,61
71.94,3,5,1,0,3,0,0,60
56.93,3,3,1,0,3,0,0,65
62.67,3,2,1,0,3,0,0,65
65.64,3,2,1,0,3,0,0,64
40.72,3,3,1,0,3,0,0,70
52.09,3,9,1,0,3,0,0,60
56.02,3,7,1,0,3,0,0,61
72.79,3,9,1,0,3,0,0,56
36.14,3,7,1,0,3,0,0,64
31.08,3,3,1,0,3,0,0,67
61.11,3,5,1,0,3,0,0,62
31.05,3,4,1,0,3,0,0,66
46.59,3,10,1,0,3,0,0,61
34.36,3,7,1,0,3,0,0,63
58.56,3,9,1,0,3,0,0,59
40.01,3,6,1,0,3,0,0,67
44.98,3,10,1,0,3,0,0,62
35.11,3,8,1,0,3,0,0,63
45.52,3,6,1,0,3,0,0,66
60.54,3,6,1,0,3,0,0,61
57.46,3,9,1,0,3,0,0,59
40.8,3,7,1,0,3,0,0,66
37.76,3,11,1,0,3,0,0,60
36.08,3,5,1,0,3,0,0,66
57.51,3,5,1,0,3,0,0,63
66.14,3,8,1,0,3,0,0,58
50.16,3,4,1,0,3,0,0,65
59.26,3,6,1,0,3,0,0,62
60.52,3,2,1,0,3,0,0,65
36.34,3,10,1,0,3,0,0,60
47.11,3,11,1,0,3,0,0,61
59.11,3,9,1,0,3,0,0,59
63.83,3,9,1,0,3,0,0,58
60.07,3,9,1,0,3,0,0,58
41.5,3,6,1,0,3,0,0,67
58.63,3,11,1,0,3,0,0,57
49.17,3,7,1,0,3,0,0,65
42.42,3,6,1,0,3,0,0,67
63.54,3,10,1,0,3,0,0,56
32.33,3,9,1,0,3,0,0,61
40.85,3,11,1,0,3,0,0,62
70.96,3,8,1,0,3,0,0,57
49.13,3,10,1,0,3,0,0,61
40.41,3,2,1,0,3,0,0,71
50.79,3,9,1,0,3,0,0,60
68.35,3,10,1,0,3,0,0,55
36.27,3,4,1,0,3,0,0,67
48.83,3,6,1,0,3,0,0,66
68.13,3,10,1,0,3,0,0,55
62.09,3,2,1,0,3,0,0,65
60.29,3,11,1,0,3,0,0,56
69.4,3,7,1,0,3,0,0,59
50.71,3,7,1,0,3,0,0,62
56.5,3,6,1,0,3,0,0,62
55.14,3,3,1,0,3,0,0,65
64.2,3,4,1,0,3,0,0,63
30.75,3,9,1,0,3,0,0,61
35.93,3,11,1,0,3,0,0,60
69.94,3,5,1,0,3,0,0,61
67.35,3,4,1,0,3,0,0,62
31.97,3,6,1,0,3,0,0,64
53.56,3,10,1,0,3,0,0,58
61.32,3,3,1,0,3,0,0,64
32.27,3,10,1,0,3,0,0,59
66.03,3,5,1,0,3,0,0,61
32.34,3,8,1,0,3,0,0,62
47.19,3,8,1,0,3,0,0,64
60.43,3,6,1,0,3,0,0,61
55.57,3,7,1,0,3,0,0,61
48.59,3,8,1,0,3,0,0,64
